_source_@timestamp,_source_source_ip,_source_destination_ip,_source_source_port,symb:_source_destination_port,_source_event_duration,_source_network_bytes,_source_query,symb:_source_url_path,_source_url_port,symb:_source_http_response_status_code,symb:_source_http_request_method,symb:source_host_mapping,symb:destination_host_mapping
1042810142,192.168.247.6,10.108.35.123,35720.0,8761.0,258953,480,GET /eureka/apps/,>eureka>apps>,8761.0,200.0,get,gateway,registry
1042810142,192.168.247.6,192.168.247.5,35720.0,8761.0,258912,480,GET /eureka/apps/,>eureka>apps>,8761.0,200.0,get,gateway,registry
1042810143,192.168.247.6,10.108.35.123,35720.0,8761.0,165095,1349,POST /eureka/apps/GATEWAY,>eureka>apps>GATEWAY,8761.0,204.0,post,gateway,registry
1042810143,192.168.247.6,192.168.247.5,35720.0,8761.0,165049,1349,POST /eureka/apps/GATEWAY,>eureka>apps>GATEWAY,8761.0,204.0,post,gateway,registry
1042810173,192.168.247.6,192.168.247.5,35720.0,8761.0,4464,931,GET /eureka/apps/,>eureka>apps>,8761.0,200.0,get,gateway,registry
1042810173,192.168.247.6,10.108.35.123,59496.0,8761.0,20062,454,PUT /eureka/apps/GATEWAY/gateway-575966578-28bxx:gateway:4000,>eureka>apps>GATEWAY>gateway-575966578-28bxx-gateway-4000,8761.0,200.0,put,gateway,registry
1042810173,192.168.247.6,192.168.247.5,59496.0,8761.0,20010,454,PUT /eureka/apps/GATEWAY/gateway-575966578-28bxx:gateway:4000,>eureka>apps>GATEWAY>gateway-575966578-28bxx-gateway-4000,8761.0,200.0,put,gateway,registry
1042810173,192.168.247.6,10.108.35.123,35720.0,8761.0,4509,931,GET /eureka/apps/,>eureka>apps>,8761.0,200.0,get,gateway,registry
1042810203,192.168.247.6,10.108.35.123,35720.0,8761.0,8046,943,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,gateway,registry
1042810203,192.168.247.6,192.168.247.5,35720.0,8761.0,8008,943,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,gateway,registry
1042810203,192.168.247.6,10.108.35.123,35720.0,8761.0,5440,454,PUT /eureka/apps/GATEWAY/gateway-575966578-28bxx:gateway:4000,>eureka>apps>GATEWAY>gateway-575966578-28bxx-gateway-4000,8761.0,200.0,put,gateway,registry
1042810203,192.168.247.6,192.168.247.5,35720.0,8761.0,5391,454,PUT /eureka/apps/GATEWAY/gateway-575966578-28bxx:gateway:4000,>eureka>apps>GATEWAY>gateway-575966578-28bxx-gateway-4000,8761.0,200.0,put,gateway,registry
1042810233,192.168.247.6,192.168.247.5,35720.0,8761.0,5775,454,PUT /eureka/apps/GATEWAY/gateway-575966578-28bxx:gateway:4000,>eureka>apps>GATEWAY>gateway-575966578-28bxx-gateway-4000,8761.0,200.0,put,gateway,registry
1042810233,192.168.247.6,10.108.35.123,35720.0,8761.0,5820,454,PUT /eureka/apps/GATEWAY/gateway-575966578-28bxx:gateway:4000,>eureka>apps>GATEWAY>gateway-575966578-28bxx-gateway-4000,8761.0,200.0,put,gateway,registry
1042810233,192.168.247.6,192.168.247.5,35720.0,8761.0,2465,943,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,gateway,registry
1042810233,192.168.247.6,10.108.35.123,35720.0,8761.0,2509,943,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,gateway,registry
1042810263,192.168.247.6,10.108.35.123,35720.0,8761.0,3360,1068,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,gateway,registry
1042810263,192.168.247.6,10.108.35.123,35720.0,8761.0,3029,454,PUT /eureka/apps/GATEWAY/gateway-575966578-28bxx:gateway:4000,>eureka>apps>GATEWAY>gateway-575966578-28bxx-gateway-4000,8761.0,200.0,put,gateway,registry
1042810263,192.168.247.6,192.168.247.5,35720.0,8761.0,3309,1068,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,gateway,registry
1042810263,192.168.247.6,192.168.247.5,35720.0,8761.0,2983,454,PUT /eureka/apps/GATEWAY/gateway-575966578-28bxx:gateway:4000,>eureka>apps>GATEWAY>gateway-575966578-28bxx-gateway-4000,8761.0,200.0,put,gateway,registry
1042810293,192.168.247.6,10.108.35.123,35720.0,8761.0,3485,454,PUT /eureka/apps/GATEWAY/gateway-575966578-28bxx:gateway:4000,>eureka>apps>GATEWAY>gateway-575966578-28bxx-gateway-4000,8761.0,200.0,put,gateway,registry
1042810293,192.168.247.6,10.108.35.123,35720.0,8761.0,2669,1068,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,gateway,registry
1042810293,192.168.247.6,192.168.247.5,35720.0,8761.0,2618,1068,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,gateway,registry
1042810293,192.168.247.6,192.168.247.5,35720.0,8761.0,3442,454,PUT /eureka/apps/GATEWAY/gateway-575966578-28bxx:gateway:4000,>eureka>apps>GATEWAY>gateway-575966578-28bxx-gateway-4000,8761.0,200.0,put,gateway,registry
1042810323,192.168.247.6,10.108.35.123,35720.0,8761.0,6748,1068,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,gateway,registry
1042810323,192.168.247.6,192.168.247.5,35720.0,8761.0,6692,1068,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,gateway,registry
1042810323,192.168.247.6,10.108.35.123,35720.0,8761.0,3092,454,PUT /eureka/apps/GATEWAY/gateway-575966578-28bxx:gateway:4000,>eureka>apps>GATEWAY>gateway-575966578-28bxx-gateway-4000,8761.0,200.0,put,gateway,registry
1042810323,192.168.247.6,192.168.247.5,35720.0,8761.0,2999,454,PUT /eureka/apps/GATEWAY/gateway-575966578-28bxx:gateway:4000,>eureka>apps>GATEWAY>gateway-575966578-28bxx-gateway-4000,8761.0,200.0,put,gateway,registry
1042810353,192.168.247.6,192.168.247.5,35720.0,8761.0,2777,454,PUT /eureka/apps/GATEWAY/gateway-575966578-28bxx:gateway:4000,>eureka>apps>GATEWAY>gateway-575966578-28bxx-gateway-4000,8761.0,200.0,put,gateway,registry
