_source_@timestamp,_source_source_ip,_source_destination_ip,_source_source_port,symb:_source_destination_port,_source_event_duration,_source_network_bytes,_source_query,symb:_source_url_path,_source_url_port,symb:_source_http_response_status_code,symb:_source_http_request_method,symb:source_host_mapping,symb:destination_host_mapping
1042810337,192.168.247.10,10.108.35.123,40240.0,8761.0,51641,1404,POST /eureka/apps/ACCOUNT-SERVICE,>eureka>apps>ACCOUNT-SERVICE,8761.0,204.0,post,account-service,registry
1042810337,192.168.247.10,192.168.247.5,40240.0,8761.0,51598,1404,POST /eureka/apps/ACCOUNT-SERVICE,>eureka>apps>ACCOUNT-SERVICE,8761.0,204.0,post,account-service,registry
1042810337,192.168.247.10,192.168.247.5,40240.0,8761.0,21194,1065,GET /eureka/apps/,>eureka>apps>,8761.0,200.0,get,account-service,registry
1042810337,192.168.247.10,10.108.35.123,40240.0,8761.0,21237,1065,GET /eureka/apps/,>eureka>apps>,8761.0,200.0,get,account-service,registry
1042810367,192.168.247.10,192.168.247.5,40240.0,8761.0,3156,1072,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810367,192.168.247.10,10.108.35.123,40240.0,8761.0,3214,1072,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810367,192.168.247.10,192.168.247.5,42294.0,8761.0,2851,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810367,192.168.247.10,10.108.35.123,42294.0,8761.0,2900,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810397,192.168.247.10,10.108.35.123,42294.0,8761.0,2147,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810397,192.168.247.10,192.168.247.5,42294.0,8761.0,2109,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810397,192.168.247.10,10.108.35.123,42294.0,8761.0,2188,1072,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810397,192.168.247.10,192.168.247.5,42294.0,8761.0,2150,1072,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810427,192.168.247.10,192.168.247.5,42294.0,8761.0,2616,1072,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810427,192.168.247.10,10.108.35.123,42294.0,8761.0,2878,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810427,192.168.247.10,192.168.247.5,42294.0,8761.0,2825,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810427,192.168.247.10,10.108.35.123,42294.0,8761.0,2663,1072,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810457,192.168.247.10,10.108.35.123,42294.0,8761.0,8069,1087,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810457,192.168.247.10,192.168.247.5,42294.0,8761.0,7966,1087,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810457,192.168.247.10,192.168.247.5,38976.0,8761.0,11330,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810457,192.168.247.10,10.108.35.123,38976.0,8761.0,11425,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810487,192.168.247.10,192.168.247.5,38976.0,8761.0,9018,1087,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810487,192.168.247.10,10.108.35.123,38976.0,8761.0,9096,1087,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810487,192.168.247.10,192.168.247.5,42294.0,8761.0,15466,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810487,192.168.247.10,10.108.35.123,42294.0,8761.0,15669,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810517,192.168.247.10,10.108.35.123,38976.0,8761.0,3018,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810517,192.168.247.10,192.168.247.5,38976.0,8761.0,2953,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810517,192.168.247.10,10.108.35.123,42294.0,8761.0,2695,1087,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810517,192.168.247.10,192.168.247.5,42294.0,8761.0,2629,1087,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810547,192.168.247.10,10.108.35.123,42294.0,8761.0,24037,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810547,192.168.247.10,192.168.247.5,42294.0,8761.0,23959,480,PUT /eureka/apps/ACCOUNT-SERVICE/account-service-7786958fd5-2mcf5:account-service:6000,>eureka>apps>ACCOUNT-SERVICE>account-service-7786958fd5-2mcf5-account-service-6000,8761.0,200.0,put,account-service,registry
1042810547,192.168.247.10,192.168.247.5,38976.0,8761.0,9773,1088,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810547,192.168.247.10,10.108.35.123,38976.0,8761.0,9873,1088,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
1042810578,192.168.247.10,10.108.35.123,42294.0,8761.0,1385,1088,GET /eureka/apps/delta,>eureka>apps>delta,8761.0,200.0,get,account-service,registry
